train_loss,val_loss,train_acc,val_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1
0.6139809893680666,0.5355095979394278,0.7387244188356845,0.7652111667859699,0.720161834120027,0.7154088050314465,0.6981913270865112,0.7558139534883721,0.7090064173489712,0.7350565428109855
0.5190261950934357,0.45458653919084124,0.7835287105106299,0.8181818181818182,0.7647188049209139,0.7989690721649485,0.758553061669209,0.7724252491694352,0.761623454764249,0.785472972972973
0.47509820450496276,0.4725072964993902,0.8089608583349891,0.8217609162491052,0.7924528301886793,0.7879282218597063,0.7870995859664415,0.8023255813953488,0.7897671367661528,0.7950617283950618
0.4649841643909846,0.43675403622277054,0.8108484005563282,0.8203292770221904,0.7936994093196237,0.7737909516380655,0.7905861843538897,0.8239202657807309,0.7921397379912665,0.7980691874497183
0.4443267360196397,0.4232658370102655,0.8241605404331412,0.8303507516105941,0.8040992448759439,0.7938808373590982,0.8121595118762257,0.8189368770764119,0.8081092801387684,0.8062142273098937
0.4331407959243779,0.426838458053709,0.8261474269819193,0.8203292770221904,0.8052031821113739,0.7631184407796102,0.816081935062105,0.845514950166113,0.8106060606060607,0.80220646178093
0.42108242238891924,0.4096544990389366,0.8349890721239818,0.8375089477451683,0.8138936535162951,0.7811094452773614,0.8271954674220963,0.8654485049833887,0.8204906516805361,0.8211189913317573
0.4014767689518253,0.38022826775193813,0.8384661235843434,0.8439513242662849,0.8166274845052361,0.8189368770764119,0.8326432774024842,0.8189368770764119,0.8245576176089771,0.8189368770764119
0.38731957760952396,0.38056778265649965,0.8429366183190939,0.8468146027201146,0.8172995780590717,0.8299319727891157,0.8441926345609065,0.8106312292358804,0.8305284596419766,0.8201680672268908
0.3743266034512356,0.3798155009575887,0.8517782634611564,0.8503937007874016,0.8298189563365282,0.8075117370892019,0.8489867073436479,0.8571428571428571,0.8392934080137872,0.8315874294923449
0.35815461098662243,0.37094146783384324,0.8617126962050466,0.8589835361488904,0.8358898928346291,0.8072837632776935,0.8668555240793201,0.8837209302325582,0.8510911424903722,0.8437747819191118
0.35708465289340063,0.3656780941834515,0.8598251539837075,0.8618468146027202,0.8343855218855218,0.8112633181126332,0.8640226628895185,0.8853820598006644,0.8489455090461406,0.8467037331215249
0.35559073288327486,0.3649785486433279,0.8601231869660242,0.8604151753758053,0.8344900105152471,0.8078668683812406,0.864676400087165,0.8870431893687708,0.8493150684931506,0.8456057007125891
0.35701360542400445,0.36322615384714213,0.8596264653288297,0.8596993557623479,0.8333333333333334,0.8142414860681114,0.865112224885596,0.8737541528239202,0.8489254784561104,0.8429487179487178
0.3433944298120609,0.3668381822006824,0.865487780647725,0.8618468146027202,0.8410288846721484,0.8103186646433991,0.8692525604706908,0.8870431893687708,0.854907843977711,0.8469468675654243
0.3486845475019576,0.36030833195940287,0.8637989270812637,0.8582677165354331,0.8393083087304934,0.8117283950617284,0.8672913488777512,0.8737541528239202,0.8530704104597578,0.8415999999999999
0.342715146247658,0.36150790030988694,0.8633022054440691,0.8611309949892627,0.8413001912045889,0.8167701863354038,0.8629331008934409,0.8737541528239202,0.8519793459552497,0.8443017656500802
0.34495910977289307,0.3662493237445588,0.8641963043910192,0.8625626342161775,0.8449678800856532,0.8096676737160121,0.8598823273044236,0.8903654485049833,0.8523598660762502,0.8481012658227848
0.3401052506287861,0.36470295342702735,0.8666799125769918,0.8611309949892627,0.8452051881777589,0.8100303951367781,0.8662017868816736,0.8853820598006644,0.855574687903573,0.846031746031746
0.33488068752584416,0.3603021806917962,0.8688654877806478,0.8625626342161775,0.8472487784151264,0.816358024691358,0.8690346480714752,0.8787375415282392,0.8580034423407916,0.8464
0.34280065834202494,0.35965079056337723,0.8640969600635804,0.8618468146027202,0.8436099850650736,0.8141321044546851,0.8616256264981478,0.8803986710963455,0.8525226390685641,0.8459696727853153
0.3434126035441894,0.3601470174922547,0.8653884363202861,0.8618468146027202,0.8420050761421319,0.8141321044546851,0.8675092612769667,0.8803986710963455,0.8545669206826232,0.8459696727853153
0.335585023580904,0.36007819838325894,0.8674746671965031,0.8625626342161775,0.8435718809373021,0.8153846153846154,0.8707779472651994,0.8803986710963455,0.8569590392451211,0.8466453674121407
0.33711231601610114,0.36082009654345476,0.866580568249553,0.8611309949892627,0.8445859872611465,0.8119266055045872,0.8668555240793201,0.8820598006644518,0.8555758683729433,0.8455414012738852
0.3421902386658523,0.36021810565237156,0.8676733558513808,0.8611309949892627,0.8442189811879095,0.8109756097560976,0.8703421224667683,0.8837209302325582,0.8570815450643776,0.8457869634340223
0.3361541645358245,0.36032354953294154,0.871647128948937,0.8604151753758053,0.850520944078248,0.8106870229007633,0.8716495968620614,0.8820598006644518,0.8609556607834697,0.8448687350835321
0.33620040770934684,0.36004760720598417,0.8672759785416253,0.8618468146027202,0.8445244651556874,0.8141321044546851,0.8688167356722597,0.8803986710963455,0.8564983888292159,0.8459696727853153
0.33945575863946015,0.36043369170590306,0.866580568249553,0.8618468146027202,0.8442935935511243,0.8141321044546851,0.8672913488777512,0.8803986710963455,0.8556379662474469,0.8459696727853153
0.3352774547377093,0.3602839716008158,0.8655871249751639,0.8618468146027202,0.8427966101694915,0.8141321044546851,0.8668555240793201,0.8803986710963455,0.8546567837576539,0.8459696727853153
0.33865102709298955,0.3598106074051594,0.8692628650904033,0.8611309949892627,0.8494554772581678,0.8148148148148148,0.8668555240793201,0.8770764119601329,0.858067299396031,0.8447999999999999
