train_loss,val_loss,train_acc,val_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1
0.6447353901387882,0.5878013964204147,0.7017355519770979,0.7553648068669528,0.6758045292014303,0.759493670886076,0.6665360501567398,0.6122448979591837,0.6711382915762478,0.6779661016949152
0.6052607180053122,0.576061356562231,0.7473608874575058,0.7639484978540773,0.7347611202635914,0.7034700315457413,0.6990595611285266,0.7585034013605442,0.7164658634538152,0.729950900163666
0.5883633089440947,0.5416611341788875,0.7543388799427446,0.771101573676681,0.7372233400402415,0.719672131147541,0.7178683385579937,0.7465986394557823,0.7274171133611276,0.7328881469115193
0.5531001445069299,0.522925643791286,0.7650742529969583,0.7868383404864091,0.7496977025392987,0.7457627118644068,0.7288401253918495,0.7482993197278912,0.73912179614544,0.7470288624787776
0.52054017155664,0.4787004677863933,0.7822508498837001,0.8190271816881259,0.7730061349693251,0.768,0.7405956112852664,0.8163265306122449,0.7564538723233941,0.7914262159934049
0.4860926986721808,0.4558936869126021,0.8030059044551798,0.8226037195994278,0.7837309346890887,0.7583586626139818,0.7852664576802508,0.8486394557823129,0.7844979448032883,0.8009630818619583
0.47222845320583007,0.43279991513158117,0.8119520486670245,0.82689556509299,0.7885428681276432,0.7962328767123288,0.8036833855799373,0.7908163265306123,0.7960411410828645,0.7935153583617748
0.4542720238868954,0.4220619986582553,0.8266237251744498,0.8304721030042919,0.8071400853705859,0.7929883138564274,0.8150470219435737,0.8078231292517006,0.8110742834860597,0.8003369839932604
0.4457417107967896,0.40501805747697966,0.8234031132581857,0.8326180257510729,0.8043562816024893,0.7940199335548173,0.8103448275862069,0.8129251700680272,0.8073394495412844,0.803361344537815
0.43902444863472967,0.4201199990485359,0.8237609590266595,0.8304721030042919,0.8000765990042129,0.7554585152838428,0.8185736677115988,0.8826530612244898,0.809219446058493,0.8141176470588236
0.4225788727218722,0.3997541808860326,0.8332438718912148,0.8397711015736766,0.817149569303054,0.7888888888888889,0.8177899686520376,0.8452380952380952,0.8174696435566,0.8160919540229884
0.41046547643356407,0.4238410435606311,0.8350331007335838,0.8483547925608012,0.8108314263920672,0.8443223443223443,0.8330721003134797,0.7840136054421769,0.8218013142636259,0.8130511463844797
0.42271766930919874,0.3899388225464009,0.8285918769010556,0.8469241773962805,0.8115715402658327,0.8116666666666666,0.8134796238244514,0.8282312925170068,0.8125244618395303,0.81986531986532
0.40938792847354205,0.3849093528605667,0.8411164787976382,0.844062947067239,0.82398753894081,0.7863777089783281,0.829153605015674,0.8639455782312925,0.8265625000000001,0.8233387358184764
0.40244376783103075,0.3989417671475117,0.8429057076400072,0.8376251788268956,0.8272087568412823,0.7824726134585289,0.829153605015674,0.8503401360544217,0.8281800391389432,0.8149959250203749
0.39971321292246875,0.39583687942597656,0.8423689389872965,0.844062947067239,0.8280329799764429,0.7872670807453416,0.82641065830721,0.8622448979591837,0.8272210237301432,0.823051948051948
0.39545444760249626,0.3695714662173957,0.8427267847557702,0.851931330472103,0.8251068791294209,0.8336252189141856,0.8318965517241379,0.8095238095238095,0.8284878048780489,0.8213977566867989
0.39258811022839024,0.3749236626515914,0.8429057076400072,0.8497854077253219,0.8272087568412823,0.8048387096774193,0.829153605015674,0.8486394557823129,0.8281800391389432,0.8261589403973509
0.381213147379158,0.36458455680607044,0.848273394167114,0.857653791130186,0.8302325581395349,0.80248833592535,0.8393416927899686,0.8775510204081632,0.8347622759158222,0.8383428107229896
0.3906560991739924,0.36531299314273785,0.8455895509035606,0.857653791130186,0.826945412311266,0.830220713073005,0.8369905956112853,0.8316326530612245,0.8319376825705941,0.8309260832625318
0.37736501783735105,0.3661994853074288,0.8514940060833781,0.8533619456366237,0.8316640986132512,0.7968992248062016,0.8460031347962382,0.8741496598639455,0.8387723387723387,0.8337388483373884
0.37946489308809933,0.3597875842038483,0.846484165324745,0.8590844062947067,0.8275328692962104,0.8118022328548644,0.8385579937304075,0.8656462585034014,0.8330089528999611,0.8378600823045268
0.37972206886178544,0.3590156743795916,0.8500626230094829,0.8583690987124464,0.8293620292083013,0.8046875,0.8456112852664577,0.8758503401360545,0.837407838571983,0.8387622149837134
0.37664435459689133,0.36119024982097664,0.8475577026301664,0.857653791130186,0.8284389489953632,0.8034321372854915,0.8401253918495298,0.8758503401360545,0.8342412451361867,0.8380797396257119
0.3722007581982465,0.36468230236923915,0.8523886205045625,0.8547925608011445,0.8314779270633398,0.7993779160186625,0.8487460815047022,0.8741496598639455,0.8400232693426412,0.835093419983753
0.37099582106701523,0.35968020673473505,0.8511361603149042,0.8555078683834049,0.8323029366306027,0.8006230529595015,0.8440438871473355,0.8741496598639455,0.8381322957198444,0.8357723577235773
0.36327790819930994,0.35942059414240085,0.8547146179996421,0.8555078683834049,0.8351309707241911,0.8006230529595015,0.8495297805642633,0.8741496598639455,0.8422688422688422,0.8357723577235773
0.36845185272402275,0.3563387131315785,0.8556092324208266,0.8597997138769671,0.8357060407849173,0.810126582278481,0.8510971786833855,0.8707482993197279,0.8433313919627256,0.839344262295082
0.3743002631195459,0.3581348777840577,0.8525675433887995,0.8562231759656652,0.8369734789391575,0.8037676609105181,0.8409090909090909,0.8707482993197279,0.8389366692728694,0.8359183673469388
0.36519745980334595,0.35779419485932595,0.8486312399355878,0.8562231759656652,0.8275729646697388,0.8037676609105181,0.844435736677116,0.8707482993197279,0.8359193173002327,0.8359183673469388
